pre_mirna_fk	tx_id	tx_biotype	in_intron	in_exon	is_outside	exon_id	gene_id
1699	ENST00000602703	lincRNA	1	0	0		ENSG00000269946
1699	ENST00000362295	miRNA	0	1	0	ENSE00001437058	ENSG00000199165
1700	ENST00000602703	lincRNA	1	0	0		ENSG00000269946
1700	ENST00000362202	miRNA	0	1	0	ENSE00001436965	ENSG00000199072
1701	ENST00000602703	lincRNA	1	0	0		ENSG00000269946
1701	ENST00000362263	miRNA	0	1	0	ENSE00001437026	ENSG00000199133
1702	ENST00000277198	protein_coding	5	0	0		ENSG00000148120
1702	ENST00000297979	protein_coding	5	0	0		ENSG00000148120
1702	ENST00000375315	protein_coding	4	0	0		ENSG00000148120
1702	ENST00000424143	protein_coding	4	0	0		ENSG00000148120
1702	ENST00000428313	protein_coding	4	0	0		ENSG00000148120
1702	ENST00000395357	protein_coding	2	0	0		ENSG00000148120
1702	ENST00000516344	miRNA	0	1	0	ENSE00002088621	ENSG00000252153
1703	ENST00000297979	protein_coding	12	0	0		ENSG00000148120
1703	ENST00000375315	protein_coding	13	0	0		ENSG00000148120
1703	ENST00000424143	protein_coding	11	0	0		ENSG00000148120
1703	ENST00000428313	protein_coding	13	0	0		ENSG00000148120
1703	ENST00000462125	processed_transcript	9	0	0		ENSG00000148120
1703	ENST00000479161	processed_transcript	9	0	0		ENSG00000148120
1703	ENST00000425634	protein_coding	4	0	0		ENSG00000148120
1703	ENST00000433691	protein_coding	3	0	0		ENSG00000148120
1703	ENST00000471978	processed_transcript	4	0	0		ENSG00000148120
1703	ENST00000445181	protein_coding	4	0	0		ENSG00000148120
1703	ENST00000478473	nonsense_mediated_decay	4	0	0		ENSG00000148120
1703	ENST00000463372	processed_transcript	3	0	0		ENSG00000148120
1703	ENST00000489562	processed_transcript	2	0	0		ENSG00000148120
1703	ENST00000468164	processed_transcript	2	0	0		ENSG00000148120
1704	ENST00000297979	protein_coding	14	0	0		ENSG00000148120
1704	ENST00000375315	protein_coding	15	0	0		ENSG00000148120
1704	ENST00000428313	protein_coding	15	0	0		ENSG00000148120
1704	ENST00000471978	processed_transcript	5	0	0		ENSG00000148120
1704	ENST00000478473	nonsense_mediated_decay	6	0	0		ENSG00000148120
1704	ENST00000463372	processed_transcript	5	0	0		ENSG00000148120
1704	ENST00000468164	processed_transcript	4	0	0		ENSG00000148120
1704	ENST00000384832	miRNA	0	1	0	ENSE00001499839	ENSG00000207563
1705	ENST00000297979	protein_coding	14	0	0		ENSG00000148120
1705	ENST00000375315	protein_coding	15	0	0		ENSG00000148120
1705	ENST00000428313	protein_coding	15	0	0		ENSG00000148120
1705	ENST00000471978	processed_transcript	5	0	0		ENSG00000148120
1705	ENST00000478473	nonsense_mediated_decay	6	0	0		ENSG00000148120
1705	ENST00000463372	processed_transcript	5	0	0		ENSG00000148120
1705	ENST00000468164	processed_transcript	4	0	0		ENSG00000148120
1705	ENST00000385129	miRNA	0	1	0	ENSE00001500135	ENSG00000207864
1706	ENST00000384885	miRNA	0	1	0	ENSE00001499892	ENSG00000207617
1707	ENST00000297979	protein_coding	14	0	0		ENSG00000148120
1707	ENST00000375315	protein_coding	15	0	0		ENSG00000148120
1707	ENST00000428313	protein_coding	15	0	0		ENSG00000148120
1707	ENST00000471978	processed_transcript	5	0	0		ENSG00000148120
1707	ENST00000478473	nonsense_mediated_decay	0	7	0	ENSE00001839704	ENSG00000148120
1707	ENST00000463372	processed_transcript	5	0	0		ENSG00000148120
1707	ENST00000468164	processed_transcript	4	0	0		ENSG00000148120
1708	ENST00000408342	miRNA	0	1	0	ENSE00001564977	ENSG00000221269
1709	ENST00000375064	protein_coding	4	0	0		ENSG00000095383
1709	ENST00000342112	protein_coding	3	0	0		ENSG00000095383
1709	ENST00000375066	protein_coding	4	0	0		ENSG00000095383
1709	ENST00000465784	processed_transcript	1	0	0		ENSG00000095383
1710	ENST00000435485	lincRNA	6	0	0		ENSG00000234323
1710	ENST00000425709	lincRNA	3	0	0		ENSG00000234323
1711	ENST00000374586	protein_coding	14	0	0		ENSG00000106771
1711	ENST00000413712	protein_coding	8	0	0		ENSG00000106771
1711	ENST00000491854	nonsense_mediated_decay	12	0	0		ENSG00000106771
1711	ENST00000384965	miRNA	0	1	0	ENSE00001499972	ENSG00000207698
1712	ENST00000579313	miRNA	0	1	0	ENSE00002710565	ENSG00000263861
1713	ENST00000426204	lincRNA	2	0	0		ENSG00000227531
1714	ENST00000374279	protein_coding	7	0	0		ENSG00000148154
1714	ENST00000582284	miRNA	0	1	0	ENSE00002719076	ENSG00000266315
1715	ENST00000356083	protein_coding	10	0	0		ENSG00000196739
1715	ENST00000451716	protein_coding	5	0	0		ENSG00000196739
1715	ENST00000494090	nonsense_mediated_decay	7	0	0		ENSG00000196739
1715	ENST00000384993	miRNA	0	1	0	ENSE00001500000	ENSG00000207726
1716	ENST00000385079	miRNA	0	1	0	ENSE00001500085	ENSG00000207814
1717	ENST00000584530	miRNA	0	1	0	ENSE00002707983	ENSG00000266583
1718	ENST00000449175	sense_intronic	0	1	0	ENSE00001635621	ENSG00000236901
1718	ENST00000530364	processed_transcript	1	0	0		ENSG00000165209
1718	ENST00000478973	nonsense_mediated_decay	4	0	0		ENSG00000165209
1718	ENST00000471564	nonsense_mediated_decay	3	0	0		ENSG00000165209
1718	ENST00000385007	miRNA	0	1	0	ENSE00001500014	ENSG00000236901
1719	ENST00000473039	processed_transcript	15	0	0		ENSG00000119522
1719	ENST00000373624	protein_coding	20	0	0		ENSG00000119522
1719	ENST00000542603	protein_coding	11	0	0		ENSG00000119522
1719	ENST00000394219	protein_coding	18	0	0		ENSG00000119522
1719	ENST00000373620	protein_coding	20	0	0		ENSG00000119522
1719	ENST00000475421	processed_transcript	1	0	0		ENSG00000119522
1719	ENST00000394215	protein_coding	19	0	0		ENSG00000119522
1719	ENST00000385256	miRNA	0	1	0	ENSE00001500262	ENSG00000207991
1720	ENST00000473039	processed_transcript	11	0	0		ENSG00000119522
1720	ENST00000373624	protein_coding	13	0	0		ENSG00000119522
1720	ENST00000542603	protein_coding	4	0	0		ENSG00000119522
1720	ENST00000394219	protein_coding	11	0	0		ENSG00000119522
1720	ENST00000373620	protein_coding	13	0	0		ENSG00000119522
1720	ENST00000394215	protein_coding	12	0	0		ENSG00000119522
1720	ENST00000491650	processed_transcript	3	0	0		ENSG00000119522
1720	ENST00000497135	processed_transcript	2	0	0		ENSG00000119522
1720	ENST00000373618	protein_coding	12	0	0		ENSG00000119522
1721	ENST00000429139	antisense	1	0	0		ENSG00000224020
1721	ENST00000384863	miRNA	0	1	0	ENSE00001499870	ENSG00000207595
1722	ENST00000429139	antisense	1	0	0		ENSG00000224020
1722	ENST00000385004	miRNA	0	1	0	ENSE00001500011	ENSG00000207737
1723	ENST00000577791	miRNA	0	1	0	ENSE00002692987	ENSG00000264329
1724	ENST00000421939	protein_coding	0	1	0	ENSE00001611678	ENSG00000136807
1724	ENST00000373265	protein_coding	0	1	0	ENSE00001459925	ENSG00000136807
1724	ENST00000583311	miRNA	0	1	0	ENSE00002732846	ENSG00000266070
1725	ENST00000421939	protein_coding	0	1	0	ENSE00001611678	ENSG00000136807
1725	ENST00000373265	protein_coding	0	1	0	ENSE00001459925	ENSG00000136807
1725	ENST00000583311	miRNA	0	1	1	ENSE00002732846	ENSG00000266070
1726	ENST00000373176	protein_coding	5	0	0		ENSG00000106992
1726	ENST00000550143	nonsense_mediated_decay	2	0	0		ENSG00000106992
1726	ENST00000476274	processed_transcript	6	0	0		ENSG00000257524
1726	ENST00000413016	protein_coding	2	0	0		ENSG00000106992
1726	ENST00000373156	protein_coding	5	0	0		ENSG00000106992
1726	ENST00000223836	protein_coding	4	0	0		ENSG00000106992
1726	ENST00000550992	nonsense_mediated_decay	5	0	0		ENSG00000106992
1726	ENST00000583126	miRNA	0	1	0	ENSE00002704125	ENSG00000263979
1727	ENST00000384849	miRNA	0	1	0	ENSE00001499856	ENSG00000207581
1728	ENST00000577829	miRNA	0	1	0	ENSE00002696099	ENSG00000264823
1729	ENST00000608502	lincRNA	0	1	0	ENSE00003705292	ENSG00000207955
1729	ENST00000385220	miRNA	0	1	0	ENSE00001500226	ENSG00000207955
1731	ENST00000372429	protein_coding	13	0	0		ENSG00000136878
1731	ENST00000315480	protein_coding	13	0	0		ENSG00000136878
1731	ENST00000358355	protein_coding	13	0	0		ENSG00000136878
1731	ENST00000474895	processed_transcript	2	0	0		ENSG00000136878
1731	ENST00000491731	processed_transcript	3	0	0		ENSG00000136878
1732	ENST00000319725	protein_coding	11	0	0		ENSG00000107164
1732	ENST00000487406	processed_transcript	3	0	0		ENSG00000107164
1733	ENST00000372124	protein_coding	1	0	0		ENSG00000165702
1733	ENST00000339463	protein_coding	1	0	0		ENSG00000165702
1733	ENST00000584899	miRNA	0	1	0	ENSE00002711631	ENSG00000263816
1734	ENST00000372097	protein_coding	4	0	0		ENSG00000148308
1734	ENST00000440319	protein_coding	4	0	0		ENSG00000148308
1734	ENST00000372099	protein_coding	5	0	0		ENSG00000148308
1734	ENST00000372095	protein_coding	3	0	0		ENSG00000148308
1734	ENST00000372108	protein_coding	4	0	0		ENSG00000148308
1734	ENST00000342018	protein_coding	4	0	0		ENSG00000148308
1734	ENST00000439697	protein_coding	3	0	0		ENSG00000148308
1735	ENST00000484822	processed_transcript	2	0	0		ENSG00000186350
1735	ENST00000481739	protein_coding	1	0	0		ENSG00000186350
1735	ENST00000356384	processed_transcript	2	0	0		ENSG00000186350
1735	ENST00000585099	miRNA	0	1	0	ENSE00002702380	ENSG00000263897
1736	ENST00000581239	miRNA	0	1	0	ENSE00002727344	ENSG00000264744
1737	ENST00000578854	miRNA	0	1	0	ENSE00002686245	ENSG00000265872
1738	ENST00000579706	miRNA	0	1	0	ENSE00002733761	ENSG00000265848
1739	ENST00000581772	miRNA	0	1	0	ENSE00002728367	ENSG00000264163
1740	ENST00000580187	miRNA	0	1	0	ENSE00002698761	ENSG00000264136
1741	ENST00000582479	miRNA	0	1	0	ENSE00002725287	ENSG00000266827
1742	ENST00000579617	miRNA	0	1	0	ENSE00002732184	ENSG00000266514
1743	ENST00000277541	protein_coding	4	0	0		ENSG00000148400
1743	ENST00000584777	miRNA	0	1	0	ENSE00002698459	ENSG00000263403
1744	ENST00000582457	miRNA	0	1	0	ENSE00002688115	ENSG00000265181
1745	ENST00000371699	protein_coding	7	0	0		ENSG00000172889
1745	ENST00000308874	protein_coding	7	0	0		ENSG00000172889
1745	ENST00000406555	protein_coding	7	0	0		ENSG00000172889
1745	ENST00000492002	processed_transcript	5	0	0		ENSG00000172889
1745	ENST00000371698	protein_coding	6	0	0		ENSG00000172889
1745	ENST00000362291	miRNA	0	1	0	ENSE00001437054	ENSG00000199161
1746	ENST00000435202	nonsense_mediated_decay	2	0	0		ENSG00000204003
1746	ENST00000341206	protein_coding	2	0	0		ENSG00000267206
1747	ENST00000371663	protein_coding	5	0	0		ENSG00000196642
1747	ENST00000371671	protein_coding	5	0	0		ENSG00000196642
1747	ENST00000484471	nonsense_mediated_decay	5	0	0		ENSG00000196642
1747	ENST00000311502	protein_coding	5	0	0		ENSG00000196642
1747	ENST00000357466	protein_coding	5	0	0		ENSG00000196642
1747	ENST00000464941	nonsense_mediated_decay	5	0	0		ENSG00000196642
1747	ENST00000432842	protein_coding	5	0	0		ENSG00000196642
1747	ENST00000436380	protein_coding	4	0	0		ENSG00000196642
1747	ENST00000371675	protein_coding	5	0	0		ENSG00000196642
1747	ENST00000425121	protein_coding	3	0	0		ENSG00000196642
1747	ENST00000466096	processed_transcript	2	0	0		ENSG00000196642
1747	ENST00000461992	processed_transcript	2	0	0		ENSG00000196642
1747	ENST00000585012	miRNA	0	1	0	ENSE00002694234	ENSG00000265806
1748	ENST00000419057	protein_coding	2	0	0		ENSG00000127191
1748	ENST00000536468	protein_coding	2	0	0		ENSG00000127191
1748	ENST00000429509	protein_coding	1	0	0		ENSG00000127191
1748	ENST00000247668	protein_coding	1	0	0		ENSG00000127191
1748	ENST00000359662	protein_coding	1	0	0		ENSG00000127191
1748	ENST00000579420	miRNA	0	1	0	ENSE00002723709	ENSG00000266507
1749	ENST00000371542	protein_coding	1	0	0		ENSG00000184709
1749	ENST00000568665	processed_transcript	2	0	0		ENSG00000261793
1749	ENST00000580529	miRNA	0	1	0	ENSE00002709199	ENSG00000263697
1750	ENST00000339554	protein_coding	10	0	0		ENSG00000165802
1750	ENST00000371475	protein_coding	13	0	0		ENSG00000165802
1750	ENST00000265663	protein_coding	12	0	0		ENSG00000165802
1750	ENST00000437259	protein_coding	12	0	0		ENSG00000165802
1750	ENST00000392812	protein_coding	12	0	0		ENSG00000165802
1750	ENST00000371474	protein_coding	11	0	0		ENSG00000165802
1750	ENST00000371473	protein_coding	12	0	0		ENSG00000165802
1750	ENST00000371482	protein_coding	6	0	0		ENSG00000165802
1750	ENST00000371472	protein_coding	12	0	0		ENSG00000165802
1750	ENST00000541195	protein_coding	8	0	0		ENSG00000165802
1750	ENST00000484316	processed_transcript	6	0	0		ENSG00000165802
1750	ENST00000482448	processed_transcript	0	6	0	ENSE00001924882	ENSG00000165802
1751	ENST00000462942	nonsense_mediated_decay	20	0	0		ENSG00000181090
1751	ENST00000384960	miRNA	0	1	0	ENSE00001499967	ENSG00000207693
1752	ENST00000381529	protein_coding	7	0	0		ENSG00000198223
1752	ENST00000432318	protein_coding	8	0	0		ENSG00000198223
1752	ENST00000361536	protein_coding	7	0	0		ENSG00000198223
1752	ENST00000501036	protein_coding	5	0	0		ENSG00000198223
1752	ENST00000381524	protein_coding	7	0	0		ENSG00000198223
1752	ENST00000493312	processed_transcript	6	0	0		ENSG00000198223
1752	ENST00000412290	protein_coding	6	0	0		ENSG00000198223
1752	ENST00000381509	protein_coding	7	0	0		ENSG00000198223
1752	ENST00000494969	protein_coding	5	0	0		ENSG00000198223
1752	ENST00000355805	protein_coding	7	0	0		ENSG00000198223
1752	ENST00000486791	nonsense_mediated_decay	7	0	0		ENSG00000198223
1752	ENST00000355432	protein_coding	7	0	0		ENSG00000198223
1752	ENST00000417535	protein_coding	5	0	0		ENSG00000198223
1752	ENST00000381500	protein_coding	5	0	0		ENSG00000198223
1752	ENST00000475259	processed_transcript	1	0	0		ENSG00000198223
1752	ENST00000580266	miRNA	0	1	0	ENSE00002723404	ENSG00000265658
1754	ENST00000579149	miRNA	0	1	0	ENSE00002734306	ENSG00000265284
1755	ENST00000582827	miRNA	0	1	0	ENSE00002722038	ENSG00000264268
1756	ENST00000384896	miRNA	0	1	0	ENSE00001499903	ENSG00000207628
1757	ENST00000380736	protein_coding	1	0	0		ENSG00000047648
1757	ENST00000337414	protein_coding	1	0	0		ENSG00000047648
1757	ENST00000495242	nonsense_mediated_decay	1	0	0		ENSG00000047648
1757	ENST00000489330	retained_intron	1	0	0		ENSG00000047648
1757	ENST00000380718	protein_coding	1	0	0		ENSG00000047648
1757	ENST00000413512	protein_coding	1	0	0		ENSG00000047648
1757	ENST00000380732	protein_coding	1	0	0		ENSG00000047648
1757	ENST00000580117	miRNA	0	1	0	ENSE00002704852	ENSG00000263652
1758	ENST00000361306	protein_coding	2	0	0		ENSG00000198759
1758	ENST00000380602	protein_coding	2	0	0		ENSG00000198759
1759	ENST00000443824	protein_coding	14	0	0		ENSG00000047230
1759	ENST00000359276	protein_coding	14	0	0		ENSG00000047230
1759	ENST00000380241	protein_coding	14	0	0		ENSG00000047230
1759	ENST00000584298	miRNA	0	1	0	ENSE00002700690	ENSG00000265144
1760	ENST00000380060	protein_coding	1	0	0		ENSG00000188158
1760	ENST00000585270	miRNA	0	1	0	ENSE00002718731	ENSG00000265465
1761	ENST00000379651	protein_coding	9	0	0		ENSG00000184368
1761	ENST00000379643	protein_coding	10	0	0		ENSG00000184368
1761	ENST00000543767	protein_coding	7	0	0		ENSG00000184368
1761	ENST00000485173	nonsense_mediated_decay	5	0	0		ENSG00000184368
1761	ENST00000443379	protein_coding	8	0	0		ENSG00000184368
1761	ENST00000452324	protein_coding	9	0	0		ENSG00000184368
1761	ENST00000579846	miRNA	0	1	0	ENSE00002727393	ENSG00000264566
1763	ENST00000378993	protein_coding	5	0	0		ENSG00000169306
1763	ENST00000302196	protein_coding	4	0	0		ENSG00000169306
1763	ENST00000578142	miRNA	0	1	0	ENSE00002723298	ENSG00000264090
1764	ENST00000378677	protein_coding	13	0	0		ENSG00000198947
1764	ENST00000357033	protein_coding	13	0	0		ENSG00000198947
1764	ENST00000488902	processed_transcript	2	0	0		ENSG00000198947
1764	ENST00000420596	protein_coding	2	0	0		ENSG00000198947
1764	ENST00000448370	protein_coding	2	0	0		ENSG00000198947
1764	ENST00000288447	protein_coding	13	0	0		ENSG00000198947
1764	ENST00000480751	processed_transcript	1	0	0		ENSG00000198947
1764	ENST00000447523	protein_coding	3	0	0		ENSG00000198947
1764	ENST00000578518	miRNA	0	1	0	ENSE00002710287	ENSG00000263600
1765	ENST00000378677	protein_coding	11	0	0		ENSG00000198947
1765	ENST00000357033	protein_coding	11	0	0		ENSG00000198947
1765	ENST00000488902	processed_transcript	2	0	0		ENSG00000198947
1765	ENST00000420596	protein_coding	2	0	0		ENSG00000198947
1765	ENST00000448370	protein_coding	2	0	0		ENSG00000198947
1765	ENST00000288447	protein_coding	11	0	0		ENSG00000198947
1765	ENST00000480751	processed_transcript	1	0	0		ENSG00000198947
1765	ENST00000447523	protein_coding	3	0	0		ENSG00000198947
1765	ENST00000408421	miRNA	0	1	0	ENSE00001565056	ENSG00000221348
1766	ENST00000408539	miRNA	0	1	0	ENSE00001565174	ENSG00000221466
1767	ENST00000580135	miRNA	0	1	0	ENSE00002729544	ENSG00000263730
1768	ENST00000583319	miRNA	0	1	0	ENSE00002715152	ENSG00000263972
1769	ENST00000602461	lincRNA	1	0	0		ENSG00000270069
1769	ENST00000385135	miRNA	0	1	0	ENSE00001500141	ENSG00000207870
1770	ENST00000602461	lincRNA	1	0	0		ENSG00000270069
1770	ENST00000384992	miRNA	0	1	0	ENSE00001499999	ENSG00000207725
1771	ENST00000584126	miRNA	0	1	0	ENSE00002696796	ENSG00000263858
1772	ENST00000376088	protein_coding	3	0	0		ENSG00000171365
1772	ENST00000376091	protein_coding	3	0	0		ENSG00000171365
1772	ENST00000482218	protein_coding	2	0	0		ENSG00000171365
1772	ENST00000385025	miRNA	0	1	0	ENSE00001500032	ENSG00000207758
1773	ENST00000376088	protein_coding	3	0	0		ENSG00000171365
1773	ENST00000376091	protein_coding	3	0	0		ENSG00000171365
1773	ENST00000482218	protein_coding	2	0	0		ENSG00000171365
1773	ENST00000385034	miRNA	0	1	0	ENSE00001500041	ENSG00000207768
1774	ENST00000376088	protein_coding	3	0	0		ENSG00000171365
1774	ENST00000376091	protein_coding	3	0	0		ENSG00000171365
1774	ENST00000482218	protein_coding	2	0	0		ENSG00000171365
1774	ENST00000385051	miRNA	0	1	0	ENSE00001807648	ENSG00000207785
1775	ENST00000376088	protein_coding	3	0	0		ENSG00000171365
1775	ENST00000376091	protein_coding	3	0	0		ENSG00000171365
1775	ENST00000482218	protein_coding	2	0	0		ENSG00000171365
1775	ENST00000385280	miRNA	0	1	0	ENSE00001500286	ENSG00000208015
1776	ENST00000376088	protein_coding	3	0	0		ENSG00000171365
1776	ENST00000376091	protein_coding	3	0	0		ENSG00000171365
1776	ENST00000482218	protein_coding	2	0	0		ENSG00000171365
1776	ENST00000390204	miRNA	0	1	0	ENSE00001808144	ENSG00000211538
1777	ENST00000376088	protein_coding	3	0	0		ENSG00000171365
1777	ENST00000376091	protein_coding	3	0	0		ENSG00000171365
1777	ENST00000482218	protein_coding	2	0	0		ENSG00000171365
1777	ENST00000458843	miRNA	0	1	1	ENSE00001806954	ENSG00000239057
1778	ENST00000376088	protein_coding	3	0	0		ENSG00000171365
1778	ENST00000376091	protein_coding	3	0	0		ENSG00000171365
1778	ENST00000482218	protein_coding	2	0	0		ENSG00000171365
1778	ENST00000385235	miRNA	0	1	0	ENSE00001500241	ENSG00000207970
1779	ENST00000376088	protein_coding	3	0	0		ENSG00000171365
1779	ENST00000376091	protein_coding	3	0	0		ENSG00000171365
1779	ENST00000482218	protein_coding	2	0	0		ENSG00000171365
1779	ENST00000606349	miRNA	0	1	0	ENSE00003701092	ENSG00000272080
1781	ENST00000452825	protein_coding	18	0	0		ENSG00000126012
1781	ENST00000375401	protein_coding	20	0	0		ENSG00000126012
1781	ENST00000404049	protein_coding	20	0	0		ENSG00000126012
1781	ENST00000375379	protein_coding	20	0	0		ENSG00000126012
1781	ENST00000375383	protein_coding	19	0	0		ENSG00000126012
1782	ENST00000452825	protein_coding	13	0	0		ENSG00000126012
1782	ENST00000375401	protein_coding	15	0	0		ENSG00000126012
1782	ENST00000404049	protein_coding	15	0	0		ENSG00000126012
1782	ENST00000375379	protein_coding	15	0	0		ENSG00000126012
1782	ENST00000375383	protein_coding	14	0	0		ENSG00000126012
1782	ENST00000497100	retained_intron	6	0	0		ENSG00000126012
1783	ENST00000322213	protein_coding	10	0	0		ENSG00000072501
1783	ENST00000375340	protein_coding	7	0	0		ENSG00000072501
1784	ENST00000427052	protein_coding	34	0	0		ENSG00000086758
1784	ENST00000342160	protein_coding	59	0	0		ENSG00000086758
1784	ENST00000262854	protein_coding	60	0	0		ENSG00000086758
1784	ENST00000606724	miRNA	0	1	0	ENSE00003698655	ENSG00000271886
1785	ENST00000427052	protein_coding	34	0	0		ENSG00000086758
1785	ENST00000342160	protein_coding	59	0	0		ENSG00000086758
1785	ENST00000262854	protein_coding	60	0	0		ENSG00000086758
1785	ENST00000385277	miRNA	0	1	0	ENSE00001500283	ENSG00000208012
1786	ENST00000583537	miRNA	0	1	0	ENSE00002707364	ENSG00000266328
1788	ENST00000410600	miRNA	0	1	0	ENSE00001590418	ENSG00000222532
1789	ENST00000385204	miRNA	0	1	0	ENSE00001500210	ENSG00000207939
1790	ENST00000374553	protein_coding	2	0	0		ENSG00000158813
1790	ENST00000374552	protein_coding	2	0	0		ENSG00000158813
1790	ENST00000524573	protein_coding	2	0	0		ENSG00000158813
1790	ENST00000503592	protein_coding	3	0	0		ENSG00000158813
1790	ENST00000390702	miRNA	0	1	0	ENSE00001508379	ENSG00000211991
1791	ENST00000603672	lincRNA	5	0	0		ENSG00000230590
1791	ENST00000602812	lincRNA	5	0	0		ENSG00000230590
1791	ENST00000602420	lincRNA	4	0	0		ENSG00000230590
1791	ENST00000603037	sense_intronic	1	0	0		ENSG00000271430
1791	ENST00000365696	miRNA	0	1	0	ENSE00001440459	ENSG00000202566
1792	ENST00000603672	lincRNA	5	0	0		ENSG00000230590
1792	ENST00000602812	lincRNA	5	0	0		ENSG00000230590
1792	ENST00000602420	lincRNA	4	0	0		ENSG00000230590
1792	ENST00000603037	sense_intronic	1	0	0		ENSG00000271430
1792	ENST00000390738	miRNA	0	1	0	ENSE00001508415	ENSG00000212027
1794	ENST00000603672	lincRNA	1	0	0		ENSG00000230590
1794	ENST00000602812	lincRNA	1	0	0		ENSG00000230590
1794	ENST00000602420	lincRNA	1	0	0		ENSG00000230590
1794	ENST00000430772	lincRNA	1	0	0		ENSG00000230590
1794	ENST00000602576	lincRNA	1	0	0		ENSG00000230590
1794	ENST00000602776	lincRNA	1	0	0		ENSG00000230590
1794	ENST00000429124	lincRNA	1	0	0		ENSG00000230590
1794	ENST00000418855	lincRNA	1	0	0		ENSG00000230590
1794	ENST00000455395	lincRNA	1	0	0		ENSG00000230590
1794	ENST00000423992	lincRNA	1	0	0		ENSG00000230590
1794	ENST00000385085	miRNA	0	1	0	ENSE00001500091	ENSG00000207820
1795	ENST00000603672	lincRNA	1	0	0		ENSG00000230590
1795	ENST00000602812	lincRNA	1	0	0		ENSG00000230590
1795	ENST00000602420	lincRNA	1	0	0		ENSG00000230590
1795	ENST00000430772	lincRNA	1	0	0		ENSG00000230590
1795	ENST00000602576	lincRNA	1	0	0		ENSG00000230590
1795	ENST00000602776	lincRNA	1	0	0		ENSG00000230590
1795	ENST00000429124	lincRNA	1	0	0		ENSG00000230590
1795	ENST00000418855	lincRNA	1	0	0		ENSG00000230590
1795	ENST00000455395	lincRNA	1	0	0		ENSG00000230590
1795	ENST00000423992	lincRNA	1	0	0		ENSG00000230590
1795	ENST00000362298	miRNA	0	1	0	ENSE00001437061	ENSG00000199168
1797	ENST00000385260	miRNA	0	1	0	ENSE00001500266	ENSG00000207995
1799	ENST00000408567	miRNA	0	1	0	ENSE00001565202	ENSG00000221494
1801	ENST00000357749	protein_coding	9	0	0		ENSG00000188419
1801	ENST00000467744	processed_transcript	2	0	0		ENSG00000188419
1801	ENST00000537751	protein_coding	6	0	0		ENSG00000188419
1801	ENST00000362181	miRNA	0	1	0	ENSE00001436944	ENSG00000199051
1802	ENST00000408260	miRNA	0	1	0	ENSE00001564895	ENSG00000221187
1803	ENST00000372544	protein_coding	8	0	0		ENSG00000147231
1803	ENST00000372548	protein_coding	9	0	0		ENSG00000147231
1803	ENST00000421550	protein_coding	8	0	0		ENSG00000147231
1803	ENST00000478395	processed_transcript	1	0	0		ENSG00000147231
1803	ENST00000408286	miRNA	0	1	0	ENSE00002728398	ENSG00000263515
1805	ENST00000372072	protein_coding	1	0	0		ENSG00000157600
1805	ENST00000471255	processed_transcript	2	0	0		ENSG00000157600
1805	ENST00000372073	protein_coding	2	0	0		ENSG00000157600
1805	ENST00000372068	protein_coding	2	0	0		ENSG00000157600
1805	ENST00000288381	protein_coding	2	0	0		ENSG00000157600
1805	ENST00000385278	miRNA	0	1	0	ENSE00001500284	ENSG00000208013
1806	ENST00000372072	protein_coding	2	0	0		ENSG00000157600
1806	ENST00000372073	protein_coding	3	0	0		ENSG00000157600
1806	ENST00000372068	protein_coding	3	0	0		ENSG00000157600
1806	ENST00000288381	protein_coding	2	0	0		ENSG00000157600
1806	ENST00000461715	processed_transcript	2	0	0		ENSG00000157600
1806	ENST00000585195	miRNA	0	1	0	ENSE00002685951	ENSG00000265584
1807	ENST00000304758	protein_coding	10	0	0		ENSG00000126016
1807	ENST00000371959	protein_coding	9	0	0		ENSG00000126016
1807	ENST00000371962	protein_coding	9	0	0		ENSG00000126016
1807	ENST00000524145	protein_coding	10	0	0		ENSG00000126016
1807	ENST00000371958	protein_coding	0	9	0	ENSE00001456553	ENSG00000126016
1807	ENST00000582643	miRNA	0	1	0	ENSE00002692275	ENSG00000263351
1808	ENST00000371951	protein_coding	2	0	0		ENSG00000147246
1808	ENST00000276198	protein_coding	2	0	0		ENSG00000147246
1808	ENST00000371950	protein_coding	2	0	0		ENSG00000147246
1808	ENST00000390811	miRNA	0	1	0	ENSE00001508488	ENSG00000212100
1809	ENST00000371951	protein_coding	2	0	0		ENSG00000147246
1809	ENST00000276198	protein_coding	2	0	0		ENSG00000147246
1809	ENST00000371950	protein_coding	2	0	0		ENSG00000147246
1809	ENST00000410389	miRNA	0	1	0	ENSE00001590207	ENSG00000222321
1810	ENST00000371951	protein_coding	2	0	0		ENSG00000147246
1810	ENST00000276198	protein_coding	2	0	0		ENSG00000147246
1810	ENST00000371950	protein_coding	2	0	0		ENSG00000147246
1811	ENST00000371951	protein_coding	2	0	0		ENSG00000147246
1811	ENST00000276198	protein_coding	2	0	0		ENSG00000147246
1811	ENST00000371950	protein_coding	2	0	0		ENSG00000147246
1811	ENST00000408783	miRNA	0	1	0	ENSE00001565418	ENSG00000221710
1812	ENST00000371951	protein_coding	5	0	0		ENSG00000147246
1812	ENST00000276198	protein_coding	4	0	0		ENSG00000147246
1812	ENST00000371950	protein_coding	4	0	0		ENSG00000147246
1812	ENST00000410783	miRNA	0	1	0	ENSE00001590601	ENSG00000222715
1813	ENST00000371951	protein_coding	5	0	0		ENSG00000147246
